,Año,Trimestre,Provincia,Mbps (Media de bajada)
797,2015,3,Córdoba,4.87
798,2015,3,Corrientes,5.06
799,2015,3,Entre Ríos,4.77
800,2015,3,Formosa,4.17
801,2015,3,Jujuy,3.53
802,2015,3,La Pampa,2.91
803,2015,3,La Rioja,4.25
804,2015,3,Mendoza,3.5
805,2015,3,Misiones,5.63
806,2015,3,Neuquén,4.23
807,2015,3,Río Negro,3.74
808,2015,3,Salta,4.42
809,2015,3,San Juan,3.48
810,2015,3,San Luis,3.5
811,2015,3,Santa Cruz,3.48
812,2015,3,Santa Fe,4.56
813,2015,3,Santiago Del Estero,3.91
814,2015,3,Tierra Del Fuego,3.48
815,2015,3,Tucumán,4.57
816,2015,2,Buenos Aires,4.46
817,2015,2,Capital Federal,5.31
818,2015,2,Catamarca,3.68
819,2015,2,Chaco,5.19
820,2015,2,Chubut,3.22
821,2015,2,Córdoba,4.56
822,2015,2,Corrientes,4.85
823,2015,2,Entre Ríos,4.55
824,2015,2,Formosa,3.76
825,2015,2,Jujuy,3.41
826,2015,2,La Pampa,2.86
827,2015,2,La Rioja,4.0
828,2015,2,Mendoza,3.5
829,2015,2,Misiones,5.33
830,2015,2,Neuquén,4.06
831,2015,2,Río Negro,3.67
832,2015,2,Salta,4.22
833,2015,2,San Juan,3.48
834,2015,2,San Luis,3.5
835,2015,2,Santa Cruz,3.47
836,2015,2,Santa Fe,4.3
837,2015,2,Santiago Del Estero,3.73
838,2015,2,Tierra Del Fuego,3.48
839,2015,2,Tucumán,4.31
840,2015,1,Buenos Aires,4.32
841,2015,1,Capital Federal,5.0
842,2015,1,Catamarca,3.48
843,2015,1,Chaco,4.9
844,2015,1,Chubut,3.21
845,2015,1,Córdoba,4.3
846,2015,1,Corrientes,4.63
847,2015,1,Entre Ríos,4.35
848,2015,1,Formosa,3.38
849,2015,1,Jujuy,3.24
850,2015,1,La Pampa,2.83
851,2015,1,La Rioja,3.78
852,2015,1,Mendoza,3.5
853,2015,1,Misiones,4.97
854,2015,1,Neuquén,3.91
855,2015,1,Río Negro,3.59
856,2015,1,Salta,4.02
857,2015,1,San Juan,3.48
858,2015,1,San Luis,3.5
859,2015,1,Santa Cruz,3.47
860,2015,1,Santa Fe,4.06
861,2015,1,Santiago Del Estero,3.57
862,2015,1,Tierra Del Fuego,3.45
863,2015,1,Tucumán,4.07
864,2014,4,Buenos Aires,4.2
865,2014,4,Capital Federal,4.78
866,2014,4,Catamarca,3.34
867,2014,4,Chaco,3.98
868,2014,4,Chubut,3.17
869,2014,4,Córdoba,4.09
870,2014,4,Corrientes,3.81
871,2014,4,Entre Ríos,3.8
872,2014,4,Formosa,3.02
873,2014,4,Jujuy,3.13
874,2014,4,La Pampa,2.75
875,2014,4,La Rioja,3.58
876,2014,4,Mendoza,3.5
877,2014,4,Misiones,4.03
878,2014,4,Neuquén,3.85
879,2014,4,Río Negro,3.54
880,2014,4,Salta,3.86
881,2014,4,San Juan,3.48
882,2014,4,San Luis,3.5
883,2014,4,Santa Cruz,3.33
884,2014,4,Santa Fe,3.78
885,2014,4,Santiago Del Estero,3.46
886,2014,4,Tierra Del Fuego,3.47
887,2014,4,Tucumán,3.86
888,2014,3,Buenos Aires,3.97
889,2014,3,Capital Federal,4.44
890,2014,3,Catamarca,2.92
891,2014,3,Chaco,3.46
892,2014,3,Chubut,3.17
893,2014,3,Córdoba,3.66
894,2014,3,Corrientes,3.41
895,2014,3,Entre Ríos,3.4
896,2014,3,Formosa,2.66
897,2014,3,Jujuy,2.93
898,2014,3,La Pampa,2.82
899,2014,3,La Rioja,3.1
900,2014,3,Mendoza,3.5
901,2014,3,Misiones,3.58
902,2014,3,Neuquén,3.74
903,2014,3,Río Negro,3.48
904,2014,3,Salta,3.41
905,2014,3,San Juan,3.47
906,2014,3,San Luis,3.5
907,2014,3,Santa Cruz,3.31
908,2014,3,Santa Fe,3.38
909,2014,3,Santiago Del Estero,3.1
910,2014,3,Tierra Del Fuego,3.47
911,2014,3,Tucumán,3.35
912,2014,2,Buenos Aires,3.85
913,2014,2,Capital Federal,4.25
914,2014,2,Catamarca,2.92
915,2014,2,Chaco,3.42
916,2014,2,Chubut,3.16
917,2014,2,Córdoba,3.56
918,2014,2,Corrientes,3.37
919,2014,2,Entre Ríos,3.31
920,2014,2,Formosa,2.65
921,2014,2,Jujuy,2.77
922,2014,2,La Pampa,2.68
923,2014,2,La Rioja,3.1
924,2014,2,Mendoza,3.5
925,2014,2,Misiones,3.54
926,2014,2,Neuquén,3.66
927,2014,2,Río Negro,3.43
928,2014,2,Salta,3.39
929,2014,2,San Juan,3.47
930,2014,2,San Luis,3.5
931,2014,2,Santa Cruz,3.32
932,2014,2,Santa Fe,3.31
933,2014,2,Santiago Del Estero,3.07
934,2014,2,Tierra Del Fuego,3.47
935,2014,2,Tucumán,3.35
936,2014,1,Buenos Aires,3.73
937,2014,1,Capital Federal,4.02
938,2014,1,Catamarca,2.8
939,2014,1,Chaco,3.26
940,2014,1,Chubut,3.18
941,2014,1,Córdoba,3.39
942,2014,1,Corrientes,3.22
943,2014,1,Entre Ríos,3.17
944,2014,1,Formosa,2.57
945,2014,1,Jujuy,2.69
946,2014,1,La Pampa,2.65
947,2014,1,La Rioja,2.96
948,2014,1,Mendoza,3.5
949,2014,1,Misiones,3.4
950,2014,1,Neuquén,3.55
951,2014,1,Río Negro,3.35
952,2014,1,Salta,3.3
953,2014,1,San Juan,3.47
954,2014,1,San Luis,3.5
955,2014,1,Santa Cruz,3.32
956,2014,1,Santa Fe,3.15
957,2014,1,Santiago Del Estero,2.95
958,2014,1,Tierra Del Fuego,3.45
959,2014,1,Tucumán,3.21
